"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Netherlands","NLD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","286922888490.239","303860770800.732","316087835761.532","327649390290.768","344555199678.282","362741886910.244","381350597371.961","406743630257.871","435827725972.237","463551337938.583","507830424836.344","533743802621.08","558243595308.055","556377856442.041","585583084646.17","616539911875.417","673735349876.881","724153608587.867","768245112205.479","742805312311.034","752782154873.483","784643538480.86","798429903639.945","833870397887.156","839056229120.25","863433778608.75","905370307047.098","959996164418.59","1013551388032.4","1081370572466.31","1091779125681.31","1202303330254.13","1365670124059.38","1399872810238.12","1515446904606.01",
"Norway","NOR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78249037932.3565","83390389650.9358","88339469852.1446","93006413020.6216","99794625334.4359","106121285088.967","117491281218.118","126002322565.46","124960335225.466","136417342193.7","166105124890.993","170770910037.424","172705270003.633","176590090417.754","195950288595.853","221764770681.486","253397171103.576","264566358944.122","295976050426.666","268567142941.591","284650365882.132","309370326298.155","330093387414.194","342254463749.269","340765243535.079","315229572404.503","310303329051.275","340837019722.395","373182530590.832","379377632591.483","361019819522.16","481254696871.483","672046133630.964","554373266075.445","562975486235.512",
"Nepal","NPL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16196689760.7869","17810741815.1996","18964671279.5439","20161613006.2995","22283951222.7729","23540289866.6029","25248513850.6315","26980592501.5678","28106804322.7246","29762327038.6597","32323564942.8643","34637822535.3062","35218354121.3929","37330483316.2443","40129377424.6574","42827565904.6174","45633718278.3067","48469053797.0175","52418781246.8825","55132930648.4909","58490655453.6571","61740111909.6309","67896548716.8693","73334815489.017","80283011240.3674","82282973616.2707","83198953169.4628","100972413071.514","111086748720.566","121063056101.567","122690085757.445","134000165871.651","151637641435.803","160208624971.652","170096869228.542",
"Nauru","NRU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","158212830.674207","132496448.418009","113480569.580171","97446806.5257963","95679627.4584686","89945610.7645888","80729913.0675198","74769167.5174101","66696646.4421127","63197701.3599153","60198146.0455397","57391926.5714508","52472093.3895141","53660372.0035253","52725732.6175929","54185525.9736687","60508675.0011739","48360285.5434656","59338214.5794047","56329759.9095909","56923118.2196551","66460427.2561831","84811632.0081207","89401383.9086814","105896820.263937","109763217.821009","115641068.728989","110636035.38218","111790898.03697","123279953.744657","127393790.142383","142810518.117187","157507758.531779","164230287.418445","171162307.259243",
"New Zealand","NZL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49518971203.32","50890228984.9286","52754607399.5854","57027516155.8296","61942364885.6528","65700058302.3503","68824180125.5978","72326061050.1925","73705737298.8592","78923926226.423","82942977611.2998","87392899360.8759","92024844754.3231","96601932011.8996","102582703525.706","106147882736.156","116097800672.812","123983315954.119","127349469279.383","132331729217.666","136146249560.051","143527725340.952","145709276809.247","161082560673.426","168606886786.56","173212160480.607","188511791745.778","203343352255.376","208409180577.664","225047523389.303","230861725700.254","245325429880.081","274518817915.021","282465277069.748","294116842342.865",
"OECD members","OED","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18472201723557.8","19336299698675.9","20212919056224.1","20936787340668.5","22047244663435.7","23119210860319.3","24327782484460.3","25629854052148.3","26513313364773.5","27753600533171.7","29677882987093.4","30835056374322.4","32021131216628.4","33217173627161.2","35235082946805.7","37164965604664.2","39938448516332.3","42201928825878.2","43643846574883.8","42757422418596.8","44687416153595.9","46811830532078.8","48373288424272.2","50428064555601.4","52255661764457.3","54106495957001.9","56296691543806.3","58820599793845.9","61442468943491.2","64512265506494.7","63586395655625","69661075527112.3","77628260415729.9","81122815560513.6","85281691988887.5",
"Oman","OMN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47457422316.0976","52042427725.6125","57706974728.0083","62644685468.6812","66462082242.9747","71246206190.9117","74760402834.4635","80638069628.4012","81488985693.8675","82888074235.0733","90014688075.4391","96287569205.343","97017085208.8068","96761269994.2831","101343093383.116","107425752824.011","115909874629.131","124979650732.338","138788915177.733","147998452501.783","153500039111.647","161201808676.585","177317851461.746","180245565668.084","177051225729.964","150899641148.99","146364894955.712","152544979822.972","173709314188.187","171026532860.206","159026046195.661","174253981507.44","201584895347.812","211317905980.11","220050947267.551",
"Other small states","OSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63675490085.402","66045417779.5645","65984913947.9348","67962603313.2569","71259966026.337","75760455668.5208","79051618271.7219","85527474612.3818","88154401129.5937","91372574338.0209","98828266405.5529","104941619666.627","111143991856.287","118307301127.969","126256004833.216","134780648146.26","148947579944.903","161982505072.126","169689299761.095","166043244133.49","172677190017.099","183728824034.102","190162039295.378","195671138164.862","202802145189.136","204652605198.971","218635508802.312","235582796000.103","251125766206.817","274720111204.926","264149944433.828","295668860543.322","331380615261.932","348119608714.264","373102091426.715",
"Pakistan","PAK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220145327067.753","239109860214.527","263404278881.496","274387544188.848","290720230121.978","311545532171.599","332624937574.984","341793200800.516","354448986568.599","372621675890.999","397295872793.651","421075052526.708","438714453464.953","471540229068.59","522140892728.21","577697637564.775","631551171914","677493326139.475","705189290476.96","734177854517.791","754259486425.175","790452779286.801","840345473962.346","881009821208.77","924121429937.152","973520332591.722","1019403996557.85","1069378806760.21","1129963710339","1162667379542.97","1186293820824.83","1285342890384.16","1442774797327.02","1494096011172.99","1579724190316.89",
"Panama","PAN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12613166082.2664","14267931500.2197","15789954369.4782","17046106512.8053","17906287449.4855","18601963643.568","17850482404.6782","19558135655.6139","21436812258.9939","22873184550.1581","24375848208.5943","25161478641.3009","26193558633.6771","28072109076.6635","31183787671.0616","34823289276.603","39435653647.307","45831593911.4288","51478329159.7242","52630716055.5447","56505646923.7502","64539438913.9416","73204937473.2873","83865270123.4766","94874168724.4033","107892257844.093","121987463715.67","137443278041.997","135303491321.191","140760298314.01","115991046900.546","134415382039.559","159506658380.049","177473406612.851","186966392940.242",
"Peru","PER","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74116182040.6435","78323106649.1794","79674985253.5589","85840388307.6956","98464395693.3145","107979480320.648","113033978457.775","122430449958.28","123321655127.494","126936414120.21","133309382894.413","137153352638.529","146880640287.754","156018919945.834","168158161161.481","184330906997.207","204321436688.053","227733468343.031","253305933870.216","257661182883.791","282522933755.975","306596257463.361","317877785320.222","336660846713.936","346866168556.312","353319959252.515","372451971818.884","394435327375.369","417164014966.504","440127331383.878","412561044537.264","506640152835.223","558007303167.352","575755500916.112","609160441707.407",
"Philippines","PHL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163922815842.441","168726841743.54","173292591054.998","181270865317.341","193238822445.555","206415565510.749","222512680268.272","238089227863.01","239527280450.731","251045919511.294","267983918581.132","282373530816.542","297418392710.962","318718479265.015","348789467139.567","377505058700.762","409835358908.747","448381089558.257","476875271356.607","486765839751.036","528817160215.178","560551170595.17","610496454569.407","650515526397.366","694071312888.333","726055887752.637","787994332750.166","840500711155.115","914882799585.1","988832200540.151","923366701020.759","1001824458376.1","1154612182082.28","1262175096006.69","1366276178143.49",
"Palau","PLW","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146551230.936362","158939091.743713","152157108.501447","136604727.023946","149706622.034106","169505646.023577","190560295.246628","198304858.723521","204544180.146306","196236974.752336","195456558.429124","212849250.029134","226999666.710014","224020069.095218","239105659.697558","255021640.167649","262560848.800728","274404471.75414","264325266.383563","246645667.063997","247406576.642579","265435057.820096","273766846.502673","269972384.713079","287776233.744748","314263509.228315","315854159.930232","311029185.407554","318504519.282284","324408898.468213","308998425.908997","278538180.29621","294462365.925938","310784315.618683","",
"Papua New Guinea","PNG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6636625576.28958","7516082468.20741","8751992503.14565","10590266617.5402","11459111502.7577","11311837624.0928","12409769800.1452","12130888658.7903","11804858001.7678","12194053548.6049","12159159062.2461","12417865874.9028","12590800156.7602","13117239566.7217","13836515284.2341","15175777704.6925","16490093334.7225","18260499666.8031","18557148782.821","19941353582.512","22227994799.0017","22937846465.9927","24453122386.7706","25820522088.4781","29828194889.8498","32085428349.0734","34168434981.4146","36009673547.9047","36731754152.0914","39010933635.6234","38277259227.6824","39820324163.1154","45094122323.6713","48497108860.9418","51703809951.007",
"Poland","POL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","235562198119.376","226443375167.357","237428561036.045","252142833435.816","271157480919.483","297547759292.65","320860585554.584","346494932153.369","368079506372.159","389722131423.02","410090821650.328","427478535031.188","452696001489.058","471080407788.89","512209063094.777","531856746243.163","580057218081.519","641715874972.687","700460796974.123","735949018061.631","798641868411.475","868165962038.92","903168300515.319","929470019210.633","967768860680.126","1025456140420.47","1076820000427.04","1145711205425.05","1228297337147.81","1362291050579.99","1391432848266.15","1518447457166.84","1696649925504.66","1715410382146.69","1841555375507.14",
